id,category,name,aliases,calories,protein,fat,saturated_fat,carbs,fiber,sugar,sodium,trans_fat_g
I0320701,肉類,豬尾,,294.8934,16.188,25.03,8.7458,7.1377,,,92.4,
I0320801,肉類,豬肝,,136.5323,20.813,5.2839,2.3574,1.6635,,0.0,83.89,0.0316
I0321101,肉類,豬肚,豬胃,151.9585,12.446,10.955,4.6144,0.0,,,61.795,
I0321201,肉類,熟豬肚,豬胃,136.5491,16.03,7.55,3.7205,2.7008,,,29.68,
I0321301,肉類,豬油渣,,836.8553,17.388,84.5464,30.914,0.0,,0.0,152.84,0.3438
I03214,肉類,豬骨湯平均值,高湯,7.9266,0.948,0.43,0.1707,0.0274,,,14.98,
I0321401,肉類,豬大骨湯,高湯,7.0102,1.008,0.3,0.1217,0.4034,,,23.31,
I0321402,肉類,豬肋骨湯,"高湯,小骨湯,籤仔骨湯,冰仔骨湯,支骨湯",8.7319,0.693,0.64,0.2538,0.0,,,5.75,
I0321403,肉類,豬肩骨湯,高湯,8.0376,1.143,0.35,0.1361,0.2352,,,15.88,
I0321501,肉類,豬軟骨,,331.9995,15.648,29.3994,11.0866,0.0,,0.0,89.88,0.0936
I0321601,肉類,豬腎,腰子,81.5053,15.0215,1.925,0.5959,1.6766,,,101.69,
I0321701,肉類,豬脾臟,腰尺,78.8247,15.038,1.62,0.2931,2.0056,,,51.07,
I0321801,肉類,豬大腸,,198.2199,6.592,18.855,9.9256,1.9137,,,44.72,
I0321901,肉類,豬小腸,,155.9844,12.4805,11.385,7.1547,0.6162,,,29.725,
I0322001,肉類,豬空腸,粉腸,185.6239,10.905,15.4168,8.3466,8.6286,,0.099,83.9395,
I0322101,肉類,豬前腳,"豬腳,豬蹄,短腳",252.0291,21.887,17.58,5.5315,0.0,,,114.185,
I0322201,肉類,豬後腳,"豬腳,豬蹄,長腳",252.9301,19.542,18.79,5.4989,0.0,,0.0,69.2,0.0568
I0322301,肉類,豬蹄膀,"豬腳,蹄膀,圓蹄",330.989,17.1,28.6,10.5677,0.0,,,50.0,
I0322501,肉類,豬腳筋,"蹄筋,長筋",71.5662,14.377,1.1282,0.2014,0.0,,0.0,44.34,
I0322601,肉類,豬腦,,124.59,10.8,8.7,3.6731,0.0,,,120.0,
I0400101,肉類,土雞,"放山雞,走地雞",196.0191,18.983,12.7452,3.2181,0.0,,0.0,70.02,0.0254
I0400201,肉類,肉雞,飼料雞,248.1543,16.121,19.88,5.1895,0.0,,,44.1,
I0400301,肉類,烏骨雞,"竹絲雞,絲羽烏骨雞,武山雞,烏雞",212.2272,17.863,15.0723,4.1966,0.8945,,0.0,42.38,0.0572
I04021,肉類,里肌肉平均值,,109.0687,24.2488,0.6127,0.2172,0.0,,0.201,57.5465,
I0402101,肉類,里肌肉(土雞),,111.6391,24.845,0.6154,0.2313,0.0,,0.201,71.523,
I0402102,肉類,里肌肉(肉雞),,106.4984,23.6525,0.61,0.2033,0.0,,,43.57,
I0402201,肉類,帶骨去皮對切胸(肉雞),,103.766,22.4,0.9,0.3414,0.0,,,49.0,
I0402301,肉類,帶骨帶皮對切胸(肉雞),,218.6381,19.327,15.09,4.5109,0.0,,,46.95,
I04024,肉類,去皮清肉平均值,,118.7989,23.335,2.124,0.6274,0.0,,0.1585,50.2085,0.006
I0402401,肉類,去皮清肉(土雞),去皮雞胸肉,120.8252,23.356,2.3387,0.6866,0.0,,0.317,67.152,
I0402402,肉類,去皮清肉(肉雞),去皮雞胸肉,116.7727,23.314,1.9093,0.5674,0.637,,0.0,33.265,0.006
I04041,肉類,骨腿平均值,,162.7523,18.0477,9.4999,2.7067,0.1763,0.0,0.0,67.9791,0.0414
I0404101,肉類,骨腿(土雞),雞腿,129.6066,21.708,4.0924,1.1926,0.0,,0.0,51.889,
I0404102,肉類,骨腿(肉雞),雞腿,195.898,14.3874,14.9073,4.1503,1.7137,0.0,0.0,84.0691,0.0414
I04042,肉類,清腿平均值,,157.4795,18.4827,8.7094,2.5104,0.0,0.0,,116.8957,
I0404201,肉類,清腿(土雞),雞腿,142.13,20.4,6.1,1.7184,0.0,,,131.0,
I0404202,肉類,清腿(肉雞),雞腿,172.8289,16.5654,11.3187,3.3365,0.0,0.0,,102.7914,
I04043,肉類,棒棒腿平均值,,151.1916,18.9143,7.808,2.2147,0.0,,0.0,138.55,0.0303
I0404301,肉類,棒棒腿(土雞),雞腿,142.888,21.0,5.9,1.6078,0.0,,,168.0,
I0404302,肉類,棒棒腿(肉雞),雞腿,159.4951,16.8285,9.7159,2.8642,0.3234,,0.0,109.1,0.0303
I04044,肉類,雞排平均值,,183.2356,17.096,12.2213,3.6943,0.0,,,86.255,
I0404401,肉類,雞排(土雞),,158.275,18.9,8.6,2.5121,0.0,,,97.0,
I0404402,肉類,雞排(肉雞),,208.1962,15.292,15.8425,4.9503,0.0,,,75.51,
I0404403,肉類,雞排(肉雞)(2021年取樣),,251.1062,14.897,20.7867,5.772,0.0,0.0,0.0,94.4,0.1024
I0404501,肉類,去皮去骨雞腿(肉雞),,164.6535,19.804,8.8792,2.3504,0.0,0.0,0.0,67.72,0.0333
I04061,肉類,二節翅平均值,,225.5691,18.0893,16.4444,4.4462,0.0,,0.0,83.08,0.0306
I0406101,肉類,二節翅(土雞),,227.964,19.8,15.9,4.1372,0.0,,,68.0,
I0406102,肉類,二節翅(肉雞),,223.1743,16.3785,16.9887,4.7662,0.6317,,0.0,98.16,0.0306
I04062,肉類,三節翅平均值,,210.3016,18.3292,14.6382,4.0846,0.0,,,75.3803,
I0406201,肉類,三節翅(土雞),,198.39,19.0,13.0,3.4398,0.0,,,66.0,
I0406202,肉類,三節翅(肉雞),,222.2132,17.6583,16.2763,4.7766,0.0,,,84.7606,
I0406203,肉類,三節翅(肉雞)(2025年取樣),,176.6154,18.926,10.621,2.5993,0.5681,0.0,0.0,97.94,0.0
I0406301,肉類,翅腿(肉雞),小雞腿,209.6877,17.759,14.84,3.9849,0.9968,,,69.82,
I0410101,肉類,雞絞肉,,131.2671,27.44,1.563,0.5534,0.0,,0.0,38.09,
I0420101,肉類,雞心(肉雞),,189.6825,13.2535,14.755,4.4154,0.1004,,,87.125,
I0420102,肉類,雞心(肉雞)(2021年取樣),,204.4271,14.445,15.8256,4.3673,1.2067,0.0,0.0,84.52,0.0568
I0420201,肉類,雞尾椎,雞屁股,452.2672,8.953,45.9022,13.0235,0.0634,0.0,0.02,35.056,0.1243
I0420301,肉類,雞肝(肉雞),,111.3352,18.786,3.45,1.4893,2.6984,,,93.415,
I0420401,肉類,雞胗(肉雞),雞肫,88.9813,16.635,1.99,0.6472,0.2942,,,57.37,
I0420601,肉類,雞胸骨湯,雞高湯,8.8239,1.475,0.28,0.0812,0.211,,,24.35,
I0420701,肉類,雞睪丸,"雞子,雞弗,雞胇,雞佛",70.6519,10.572,2.8281,1.2086,0.2333,,0.0,89.932,
I0420801,肉類,雞腳(肉雞),"雞爪,鳳爪",208.5494,20.6625,13.3393,2.8742,1.2454,,0.0,101.79,0.0357
I0420901,肉類,雞膝軟骨(肉雞),雞軟骨,107.0999,20.404,2.2145,0.6922,0.4959,,0.0,196.703,
I0421001,肉類,雞皮(肉雞),,441.7161,11.668,43.4472,11.242,0.0,0.0,0.0,40.08,0.1551
I0500101,肉類,太空鴨,,319.2313,15.973,27.83,9.1239,0.0,,,41.03,
I0500201,肉類,番鴨,"麝番鴨,紅面鴨,紅面(正)番鴨",228.7584,18.23,16.7313,5.4127,0.0,,0.231,51.25,0.0418
I0500301,肉類,太空鴨(去皮),,101.8751,20.075,1.791,0.6192,0.0,,0.0,64.399,
I0500401,肉類,土番鴨,,110.891,20.9,2.4,0.743,0.0,,,70.0,
I0502101,肉類,櫻桃鴨胸肉片,,226.5303,16.701,17.2081,4.4689,4.6863,,0.942,37.386,
I0504101,肉類,鴨腿,,282.1871,14.353,24.49,7.6824,3.3766,,,47.8,
I0520101,肉類,鴨血,,28.79,6.006,0.3486,0.1459,0.0,,0.0,130.9003,
I0520201,肉類,鴨胗,鴨肫,97.2723,20.499,1.08,0.3876,0.3138,,,78.53,
I0520301,肉類,去骨鴨掌,,113.4891,12.589,6.6224,1.4937,0.0,,0.0,77.83,0.0352
I0520401,肉類,鴨腸,,93.6642,13.787,3.8574,1.4605,0.0,,0.0,52.965,
I0520601,肉類,鴨翅,,170.289,22.751,8.1089,2.3779,0.0,0.0,0.0,67.45,0.0161
I0520701,肉類,鴨頭,,199.043,16.497,14.2573,4.1907,0.0,0.0,0.0,73.62,0.0935
I0520801,肉類,鴨舌,,187.1688,16.006,13.1733,2.7622,0.0,0.0,0.0,57.07,0.0816
I0600101,肉類,鵝肉,,187.48,15.6,13.4,3.484,2.4,,,54.0,
I0602101,肉類,鵝胸肉,,120.3312,23.46,2.2347,0.6774,0.2075,,0.0,50.673,
I0604101,肉類,鵝腿肉,,130.4105,21.692,4.1891,1.1064,0.0,,0.0,75.144,
I0620101,肉類,鵝心,,241.374,14.512,19.89,5.0546,0.0,,0.0,71.807,
I0620201,肉類,鵝肝,,122.993,20.487,3.9372,1.822,0.6418,,0.0,391.934,
I0620301,肉類,鵝胗,鵝肫,95.2911,17.359,2.3468,0.752,2.8204,,0.0,76.592,
I0620401,肉類,鵝腸,,62.9221,9.2195,2.6114,0.8644,0.7315,,0.0,109.989,
I0700101,肉類,火雞肉,"七面鳥,吐綬雞",140.609,21.1,5.6,2.0793,0.0,,,51.0,
I0802101,肉類,鴕鳥菲力肉排,"鴕鳥腓力,鴕鳥里肌肉",105.059,22.8285,0.8405,0.2576,0.7987,,0.18,59.2235,
I0804101,肉類,鴕鳥沙朗肉排,,96.6667,20.899,0.8235,0.2805,6.0579,,0.263,54.883,
I0810101,肉類,鴕腱肉,"屈肌,伸肌",107.4703,18.714,3.0556,1.0296,0.2231,,0.0,75.023,
I0810201,肉類,鴕腩肉,,143.5977,21.166,5.9001,2.0402,0.6619,,0.0,85.927,
I1000101,肉類,山豬肉片,山豬肉,465.5617,11.881,45.99,10.1912,0.0,0.0,0.0,30.36,0.3086
I9900101,肉類,虎皮蛙,"虎斑蛙,虎紋蛙,水雞,田雞,台灣青蛙",93.705,21.1,0.4,0.1212,0.6,,,70.0,
I9900201,肉類,蛇肉,,84.738,19.0,0.4,0.1285,0.0,,,29.0,
J0200201,魚貝類,雙髻鯊,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",117.3257,27.35,0.06,0.0234,0.0,,,82.76,
J0200202,魚貝類,雙髻鯊腹肉,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",110.166,25.8,0.0,,0.0,,,142.0,
J0200301,魚貝類,鯊魚切片,沙魚,105.9827,24.7865,0.016,0.0061,0.0,,,61.5837,
J0200401,魚貝類,鱘龍魚片,,156.9569,20.07,7.9,1.7021,0.1078,,0.0,322.85,0.0
J0400101,魚貝類,魟魚,魴仔,106.3566,24.76,0.07,0.006,0.0,,,167.63,
J0400201,魚貝類,日本鰻鱺魚片(生),"白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖) ",253.6951,18.091,19.5617,5.6723,0.0,,0.0,46.97,
J0400401,魚貝類,灰海鰻,"虎鰻,海鰻,錢鰻(臺東)",96.555,20.5,1.0,0.4239,0.0,,,83.0,
J0400501,魚貝類,魩仔魚,魩仔,55.617,11.0715,0.9248,0.3769,0.0,,0.0,455.745,
J04006,魚貝類,魩仔魚平均值(加工),魩仔,123.8314,26.213,1.3195,0.3268,0.9992,,,1840.572,
J0400601,魚貝類,"魩仔魚(加工,大)",魩仔,96.9106,20.672,0.958,0.1995,1.0598,,,851.3407,
J0400602,魚貝類,"魩仔魚(加工,小)",魩仔,150.7522,31.754,1.681,0.4826,0.9386,,,2829.8033,
J0400603,魚貝類,魩仔魚(加工),,105.2438,23.03,0.7656,0.3813,0.0,0.0,0.0,1447.54,0.0083
J0400801,魚貝類,鱙仔魚(加工),"針魩仔,鱙仔,寮仔魚",101.4841,20.986,1.3164,0.1722,0.0,,0.0,705.482,
J0400901,魚貝類,日本銀帶鯡(加工),"針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮",111.2389,21.54,2.1356,1.0731,1.1599,,0.132,735.962,
J0400902,魚貝類,日本銀帶鯡魚干(丁香魚脯),"針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮",274.7603,51.766,5.9556,3.3482,1.7404,,0.075,1276.2148,0.0
J04010,魚貝類,虱目魚平均值(去皮),"麻虱目仔,麻虱(蝨)目,蝨(遮/塞)目魚,虱麻魚,海草魚,安平魚,國姓(聖)魚",178.8512,21.84,9.4894,3.2798,0.1554,,,41.3935,
J0401001,魚貝類,虱目魚(2月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",179.895,19.787,10.577,4.115,1.3422,,,43.979,
J0401002,魚貝類,虱目魚(5月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",189.4054,22.329,10.428,3.031,0.0,,,26.9028,
J0401003,魚貝類,虱目魚(8月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",124.3504,23.731,2.552,0.8088,0.4842,,,41.8856,
J0401004,魚貝類,虱目魚(9月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",208.2709,21.99,12.68,4.6209,0.0,,,40.83,
J0401005,魚貝類,虱目魚(12月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",192.3342,21.363,11.21,4.1148,0.0824,,,53.37,
J0401101,魚貝類,虱目魚(含皮),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",200.424,21.8,11.9,4.7124,0.0,,,96.0,
J0401102,魚貝類,虱目魚(2022年取樣),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",242.5397,20.073,17.3867,5.8978,1.4442,0.0,0.0,46.21,0.0772
J0401201,魚貝類,虱目魚腹肉(虱目魚肚),,341.8283,17.431,29.645,8.9724,0.0,,0.683,47.046,
J0401301,魚貝類,草魚切片,"鯇,鯤,池魚,草根魚,草鰱(高屏地區) ",166.4064,21.381,8.327,1.9885,2.0674,,0.022,52.816,
J0401401,魚貝類,草魚(含皮),"鯇,鯤,池魚,草根魚,草鰱(高屏地區) ",91.484,17.2,2.0,0.5418,0.8,,,37.0,
J0401501,魚貝類,鯉,"鮘仔,在來鯉,財神魚",90.779,14.5,3.2,0.7251,2.1,,,38.0,
J0401601,魚貝類,鱅,"黑鰱,大頭鰱(魚),花鰱,胖頭鰱 ",144.793,18.7,7.2,1.7712,0.0,,,24.0,
J0401701,魚貝類,鬍鯰,"鬍子鯰,土殺,本土土虱,塘虱魚",194.077,16.3,13.8,5.3213,0.0,,,37.0,
J0401801,魚貝類,斑海鯰,"成仔魚,成仔丁,銀成,白肉成,臭臊成,生仔魚,鰻鯰,賓士魚",86.0051,19.17,0.46,0.1726,0.0,,,114.95,
J0401901,魚貝類,長體油胡瓜魚,柳葉魚,103.7925,15.002,4.4051,0.8965,0.0,,0.0,104.468,
J0402001,魚貝類,香魚,"桀(加魚邊)魚,Ayu,年魚",146.8377,18.524,7.51,2.7438,0.0,,,52.56,
J0402101,魚貝類,銀魚,"水晶魚,小銀魚",69.3265,14.343,0.896,0.1968,0.8935,,,56.0616,
J0402201,魚貝類,白肉鮭魚切片,,151.2298,22.563,6.0849,1.6648,0.2913,,,53.0993,
J0402301,魚貝類,紅肉鮭魚切片,,157.8501,24.331,5.9819,3.0668,0.0,,,71.9615,
J04024,魚貝類,大西洋鮭魚平均值(去皮),,220.6336,20.1954,14.9001,4.0489,0.0,,0.0733,44.6452,
J0402401,魚貝類,大西洋鮭魚(台灣養殖),,154.92,23.63,5.9889,1.6689,0.0,,0.3667,45.403,
J0402402,魚貝類,大西洋鮭魚切片(中段),,173.6711,20.697,9.4562,2.5864,0.0,,0.0,39.459,
J0402403,魚貝類,大西洋鮭魚切片(尾段),,203.5478,20.6735,12.7796,3.6626,0.0,,0.0,60.953,
J0402404,魚貝類,大西洋鮭魚生魚片,,221.8494,19.623,15.3059,4.0766,0.0,,0.0,35.626,
J0402405,魚貝類,大西洋鮭魚腹肉,,349.1797,16.3535,30.9701,7.8526,0.0,,0.0,41.785,
J0402501,魚貝類,麥奇鈎吻鮭(去皮),"鱒魚,虹鱒,麥奇鉤吻鱒",159.8384,20.861,7.845,2.3896,0.0,,,48.4935,
J0402601,魚貝類,麥奇鈎吻鮭(含皮),"鱒魚,虹鱒,麥奇鉤吻鱒",147.163,20.1,6.8,2.1882,0.4,,,23.0,
J0402701,魚貝類,姬魚,"仙女魚,狗母,汕狗母",104.4879,24.09,0.18,0.0205,0.0,,,88.43,
J0402801,魚貝類,印度鐮齒魚,"水狗母,粉粘,那哥,那個魚",48.6261,10.395,0.47,0.1333,0.375,,,192.24,
J0402901,魚貝類,狗母魚(蛇鯔),"狗母梭,狗母",103.1055,20.83,1.57,0.5897,0.14,,,59.65,
J0403001,魚貝類,鮟鱇,,67.6823,14.876,0.4614,0.1602,0.5815,,0.002,117.032,
J04031,魚貝類,鯔平均值(去皮),"烏(鯔/信/聖)魚,青頭仔(幼魚),奇目仔(成魚),正(大)烏,正(回)頭烏,日本鯔",152.4141,20.6176,7.1371,2.3339,0.2659,,0.0,50.2403,
J0403101,魚貝類,鯔(2月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) ",137.0555,20.403,5.536,2.0577,1.6031,,,42.414,
J0403102,魚貝類,鯔(4月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",132.5066,20.415,5.026,1.5797,0.9421,,,43.4522,
J0403103,魚貝類,鯔(8月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",223.9311,17.267,16.652,5.8365,0.0,,,73.1235,
J0403104,魚貝類,"鯔(11月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",129.0752,21.314,4.22,1.3766,0.0,,,63.21,
J0403105,魚貝類,"鯔(11月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",140.9218,21.469,5.46,1.8143,0.0,,,56.59,
J0403106,魚貝類,"鯔(12月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",137.0795,21.055,5.23,1.8918,0.9479,,,59.138,
J0403107,魚貝類,"鯔(12月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",149.1434,21.789,6.22,1.7594,0.2489,,,36.988,
J0403108,魚貝類,鯔切片,"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",169.5999,21.229,8.753,2.4198,0.0244,,0.0,27.007,
J0403201,魚貝類,鯔(含皮),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",154.851,20.64,7.3967,2.629,0.0,,,49.4533,
J0403301,魚貝類,斑鰭飛魚,"小烏,飛烏,花烏(澎湖)",94.486,21.98,0.07,0.0285,0.19,,,53.81,
J0403401,魚貝類,斑鱵,"補網師,水針,莎優莉,簪針(澎湖),七星針(南部)",90.9765,20.63,0.32,0.1442,0.3121,,,78.84,
J0403501,魚貝類,鱷形叉尾鶴鱵,"青旗,學仔,白天青旗,圓學(澎湖)",97.6895,22.35,0.25,0.0876,0.15,,,63.5,
J0403601,魚貝類,金鱗魚,,84.6607,19.51,0.15,0.0594,1.26,,,60.89,
J0403701,魚貝類,鱗馬鞭魚,"馬鞭魚,馬戍,槍管,火管,剃仔,土管(臺東) ",83.8395,18.512,0.5314,0.2038,0.0,,0.034,120.609,
J0403801,魚貝類,黃鱔,"鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子",88.1099,17.616,1.429,0.4429,0.9618,,0.0,54.763,
J0403901,魚貝類,石狗公,"石頭魚,獅甕(澎湖),紅鱠仔",80.04,18.28,0.22,0.0254,0.0,,,67.3,
J0404001,魚貝類,環紋簑鮋,"龍鬚簑鮋,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚",79.47,18.4,0.1,0.0354,0.0,,,145.0,
J0404101,魚貝類,深海鱗角魚,"深海角魚,雞角,角仔魚",80.0463,17.69,0.5,0.1682,0.0,,,104.99,
J0404201,魚貝類,尖嘴鱸(去皮),"金目鱸,盲槽,扁紅目鱸",98.2869,20.571,1.1584,0.3379,0.1486,,,48.2306,
J0404301,魚貝類,尖嘴鱸(含皮),"金目鱸,盲槽,扁紅目鱸",107.144,19.6,2.6,1.0429,0.0,,,51.0,
J04044,魚貝類,日本花鱸平均值,"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",97.9124,19.8504,1.458,0.4228,0.8831,,,61.5287,
J0404401,魚貝類,日本花鱸(2月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",94.8013,20.14,0.976,0.2658,1.9139,,,44.115,
J0404402,魚貝類,日本花鱸((3月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",99.7437,19.992,1.594,0.4547,0.5122,,,64.9345,
J0404403,魚貝類,日本花鱸((8月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",95.3352,18.968,1.59,0.4942,1.4975,,,56.924,
J0404404,魚貝類,日本花鱸((11月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",99.1356,20.534,1.27,0.3712,0.0894,,,63.74,
J0404405,魚貝類,日本花鱸((12月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",100.5461,19.618,1.86,0.5379,0.4023,,,77.93,
J0404501,魚貝類,日本花鱸(含皮),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",111.1384,19.2,3.2322,1.0537,0.7678,,0.0,55.0,0.0096
J0404601,魚貝類,白鱸,,76.481,17.7,0.1,0.035,1.0,,,55.0,
J0404701,魚貝類,條紋狼鱸,,146.8154,21.3585,6.1657,1.5854,0.0,,0.2493,68.6124,
J0404801,魚貝類,鱖,,89.3019,17.678,1.5318,0.5467,0.0,,0.0,46.565,
J0404901,魚貝類,白緣星鱠,"闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)",101.0135,19.933,1.7627,0.823,0.0,,0.0,70.279,
J04050,魚貝類,青星九刺鮨平均值,"紅鱠(條/格),七星斑,紅格仔,過(鯌/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠",93.5025,20.927,0.4595,0.2062,0.0,,0.0,45.8065,
J0405001,魚貝類,青星九刺鮨,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東) ",83.313,19.3,0.1,0.038,0.5,,,47.0,
J0405002,魚貝類,青星九刺鮨魚片,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東) ",103.6921,22.554,0.8189,0.4236,0.0,,0.0,44.613,
J0405101,魚貝類,斑帶石斑魚,"石斑,過魚,罔仔,竹節鱠,擬青石斑魚",90.4736,20.181,0.4768,0.22,0.0,,0.0,90.984,
J0405102,魚貝類,龍虎石斑魚,"龍虎斑,巴龍膽,珍珠龍膽,虎膽",121.7781,20.573,3.7618,0.982,1.1661,0.0,0.119,68.94,0.0094
J0405201,魚貝類,斑點九刺鮨(去皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖) ",81.6928,18.801,0.1566,,0.9202,,0.0,156.803,
J0405301,魚貝類,斑點九刺鮨(含皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖) ",83.7875,19.39,0.11,0.0597,0.0,,,58.97,
J0405401,魚貝類,棕點石斑魚,"老虎斑,過魚",115.2697,19.083,3.7456,1.4416,0.0,,0.0,78.821,
J0405501,魚貝類,鞍帶石斑魚片,"龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港) ",155.3576,19.112,8.1762,2.8506,0.2161,,0.0,118.325,
J0405601,魚貝類,駝背鱸,"老鼠斑,鰵魚,烏丸稅,尖嘴鱠仔,觀音鱠,斟鰻鱠(澎湖)",82.699,18.1,0.6,0.2618,0.0,,,93.0,
J0405701,魚貝類,橫紋九刺鮨,"橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港) ",85.3076,19.25,0.3448,0.1499,0.0,,0.0,80.918,
J0405801,魚貝類,大口黑鱸,"黑鱸,加州鱸,淡水鱸",129.9823,20.684,4.6188,1.1772,0.0,,,101.0996,
J0405901,魚貝類,日本紅目大眼鯛,"紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖) ",97.222,19.6,1.5,0.498,0.0,,,63.0,
J0406001,魚貝類,血斑異大眼鯛,"紅目鰱,嚴公仔",93.374,20.6,0.6,0.2436,0.0,,,119.0,
J0406101,魚貝類,多鱗沙鮻,"沙腸仔,kiss 魚",90.246,18.6,1.2,0.4698,0.6,,,96.0,
J0406201,魚貝類,日本馬頭魚,"馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛 ",85.071,18.74,0.56,0.2093,0.0,,,85.88,
J0406301,魚貝類,白馬頭魚,"馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛 ",91.004,19.2,1.0,0.4084,0.1,,,63.0,
J0406401,魚貝類,鬼頭刀魚片,"鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",77.7927,17.237,0.4646,0.1608,0.0378,,0.029,177.842,
J0406501,魚貝類,鬼頭刀,"鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",106.616,21.8,1.5,0.4713,0.0,,,55.0,
J0406601,魚貝類,海鱺,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖) ",106.05,20.4,2.1,1.0681,0.0,,,131.0,
J0406602,魚貝類,海鱺魚片,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖) ",264.0129,19.317,20.1252,7.2429,0.0,,0.051,49.952,0.0285
J0406701,魚貝類,大口逆鈎鰺,"七星仔,棘蔥仔,鬼平,龜濱,龜柄,油面仔(臺東),歸秉/龜秉/肥柄(澎湖)",103.008,21.8,1.1,0.4577,0.1,,,54.0,
J0406801,魚貝類,大甲鰺,"鐵甲,扁甲,大目巴攏,大甲鰺",104.956,21.2,1.6,0.6584,0.4,,,90.0,
J0406901,魚貝類,日本竹筴魚,"巴攏,竹莢魚,瓜仔魚,真鰺,巴蘭,瓜魚,巴弄/硬尾(澎湖),黑尾",116.3594,23.01,2.0074,0.7125,0.0,,0.0,88.103,
J0407001,魚貝類,布氏鯧鰺(去皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖) ",191.8116,20.271,11.669,4.0077,0.0,,0.0,49.435,
